,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,NObeyesdad,lifestyle
12205,1,1,3,1,0,1,0,0,0,1,5,2
12237,1,2,3,1,0,2,0,1,0,1,5,2
12243,1,2,3,1,0,2,0,1,0,1,5,2
12257,1,2,1,1,0,2,0,1,0,1,5,2
12271,1,2,2,1,0,1,0,0,0,0,5,2
12272,1,2,3,1,0,2,0,1,0,1,5,2
12305,1,2,3,1,0,2,0,1,0,1,5,2
12355,1,3,1,1,0,1,0,1,0,1,5,2
12451,1,2,3,1,0,2,0,1,0,1,5,2
12458,1,2,2,1,0,2,0,1,0,1,5,2
12466,1,2,3,1,0,2,0,1,0,1,5,2
12480,1,2,3,1,0,2,0,1,0,1,5,2
12498,1,2,3,1,0,2,0,1,0,1,5,2
12514,1,2,3,1,0,2,0,1,0,1,5,2
12559,1,3,2,1,0,1,0,1,0,1,5,2
12566,1,2,3,1,0,2,0,1,0,1,5,2
12583,1,2,2,1,0,2,0,1,0,1,5,2
12589,1,2,3,1,0,2,0,1,0,1,5,2
12602,1,2,3,1,0,2,0,1,0,1,5,2
12618,1,2,3,1,0,2,0,0,1,1,5,2
12650,1,2,2,1,0,1,0,0,0,0,5,2
12656,1,2,3,1,0,2,0,1,0,1,5,2
12673,1,2,3,1,0,2,0,1,0,1,5,2
12695,1,2,3,1,0,2,0,1,0,1,5,2
12698,1,2,2,1,0,2,0,1,0,1,5,2
12707,1,2,2,1,0,2,0,1,0,1,5,2
12764,1,1,3,1,0,1,0,0,0,1,5,2
12776,1,2,3,1,0,2,0,1,0,1,5,2
12792,1,2,3,1,0,2,0,0,1,1,5,2
12813,1,2,3,1,0,2,0,0,1,1,5,2
12827,1,2,3,1,0,2,0,0,1,1,5,2
12883,1,2,3,1,0,2,0,0,1,1,5,2
12888,1,2,3,1,0,2,0,0,1,1,5,2
12917,1,2,3,1,0,2,0,1,0,1,5,2
12940,1,2,3,1,0,2,0,0,1,1,5,2
12956,1,2,2,1,0,2,0,0,1,1,5,2
12959,1,2,3,1,0,2,0,1,0,1,5,2
12996,1,2,3,1,0,1,0,0,0,0,5,2
13017,1,2,2,1,0,2,0,1,0,1,5,2
13024,0,3,3,1,0,2,0,1,0,1,5,2
13069,1,2,3,1,0,2,0,1,0,1,5,2
13075,1,2,3,1,0,2,0,1,0,1,5,2
13087,1,2,3,1,0,2,0,1,0,1,5,2
13124,1,2,3,1,0,2,0,1,0,1,5,2
13155,1,2,3,1,0,2,0,0,1,1,5,2
13175,1,2,1,1,0,2,0,0,1,1,5,2
13186,1,2,2,1,0,2,0,0,1,1,5,2
13202,1,2,3,1,0,2,0,1,0,1,5,2
13205,1,2,3,1,0,2,0,0,1,1,5,2
13221,1,2,3,1,0,2,0,1,0,1,5,2
13254,1,2,3,1,0,2,0,1,0,1,5,2
13276,1,2,3,1,0,2,0,1,0,1,5,2
13287,1,2,3,1,0,2,0,1,0,1,5,2
13308,1,2,3,1,0,2,0,1,0,1,5,2
13332,1,2,3,1,1,2,0,0,1,1,5,2
13361,1,3,3,1,1,1,0,1,0,1,5,2
13386,1,2,3,1,0,2,0,1,0,1,5,2
13404,1,2,3,1,0,2,0,1,0,1,5,2
13413,1,2,2,1,0,1,0,0,0,0,5,2
13493,1,2,2,1,1,2,0,0,1,1,5,2
13516,1,2,3,1,0,2,0,1,0,1,5,2
13527,1,2,3,1,0,2,0,1,0,1,5,2
13579,1,2,2,1,0,2,0,1,0,1,5,2
13598,1,2,2,1,0,2,0,1,0,1,5,2
13609,1,3,3,1,1,1,0,1,0,1,5,2
13618,1,2,2,1,0,2,0,1,0,1,5,2
13619,1,2,3,1,0,2,0,1,0,1,5,2
13630,1,2,3,1,0,2,0,1,0,1,5,2
13641,1,2,2,1,0,2,0,1,0,1,5,2
13666,1,2,3,1,0,2,0,1,0,1,5,2
13684,1,3,3,1,0,1,0,1,0,1,5,2
13706,1,2,2,1,0,2,0,1,0,1,5,2
13723,1,2,3,1,0,2,0,0,1,1,5,2
13752,1,2,1,1,0,1,0,0,0,0,5,2
13764,1,2,2,1,0,2,0,1,0,1,5,2
13796,1,2,3,1,0,2,0,1,0,1,5,2
13802,1,2,3,1,0,2,0,1,0,1,5,2
13817,1,2,3,1,0,2,0,1,0,1,5,2
13833,1,3,2,1,0,1,0,1,0,1,5,2
13859,1,2,3,1,0,1,0,0,0,0,5,2
13863,1,2,3,1,0,2,0,1,0,1,5,2
13872,1,3,3,1,0,1,0,1,0,1,5,2
13901,1,2,3,1,0,2,0,1,0,1,5,2
13919,1,2,3,1,0,2,0,1,0,1,5,2
13922,1,2,3,1,0,2,0,0,1,1,5,2
13929,1,2,3,1,0,2,0,1,0,1,5,2
13936,1,2,2,1,0,1,0,0,0,0,5,2
13939,1,2,3,1,0,2,0,0,1,1,5,2
13949,1,2,3,1,0,2,0,1,0,1,5,2
13973,1,2,3,1,0,2,0,1,0,1,5,2
13984,1,2,2,1,0,2,0,1,0,1,5,2
14030,1,2,1,1,0,1,0,0,0,0,5,2
14068,1,2,3,1,0,2,0,1,0,1,5,2
14073,1,2,3,1,0,2,0,1,0,1,5,2
14080,1,2,3,1,0,2,0,1,0,1,5,2
14102,1,2,2,1,0,2,0,1,0,1,5,2
14118,1,2,3,1,0,2,0,1,0,1,5,2
14130,1,2,3,1,0,2,0,1,0,1,5,2
14134,1,2,3,1,0,2,0,1,0,1,5,2
14166,1,2,3,1,0,2,0,1,0,1,5,2
14177,1,2,2,1,0,2,0,1,0,1,5,2
14193,1,2,3,1,0,2,0,1,0,1,5,2
14197,1,2,3,1,0,2,0,1,0,1,5,2
14235,1,2,3,1,0,2,0,1,0,1,5,2
14249,1,2,3,1,0,2,0,1,0,1,5,2
14256,1,2,2,1,0,2,0,1,0,1,5,2
14274,1,2,3,1,0,2,0,1,0,1,5,2
14285,1,2,3,1,0,2,0,1,0,1,5,2
14294,1,2,3,1,0,2,0,1,0,1,5,2
14307,1,2,3,1,0,2,0,0,1,1,5,2
14348,1,2,3,1,0,2,0,0,1,1,5,2
14356,1,2,3,1,0,2,0,1,0,1,5,2
14365,1,2,3,1,0,2,0,1,0,1,5,2
14382,1,2,3,1,0,2,0,1,0,1,5,2
14406,1,3,3,1,0,1,0,1,0,1,5,2
14448,1,2,3,1,0,2,0,1,0,1,5,2
14459,1,2,3,1,0,2,0,1,0,1,5,2
14462,1,2,2,1,0,2,0,1,0,1,5,2
14471,1,2,3,1,0,2,0,1,0,1,5,2
14473,1,2,3,1,0,2,0,1,0,1,5,2
14491,1,2,3,1,0,2,0,1,0,1,5,2
14492,1,2,3,1,0,2,0,1,0,1,5,2
14508,1,2,3,1,0,2,0,0,1,1,5,2
14569,1,2,2,1,0,2,0,1,0,1,5,2
14615,1,2,2,1,0,2,0,1,0,1,5,2
14622,1,2,3,1,0,2,0,1,0,1,5,2
14627,1,2,2,1,0,2,0,1,0,1,5,2
14630,1,2,2,1,0,2,0,1,0,1,5,2
14636,1,2,3,1,0,2,0,1,0,1,5,2
14643,1,2,3,1,0,2,0,1,0,1,5,2
14670,1,2,3,1,0,2,0,0,1,1,5,2
14674,1,2,3,1,0,2,0,1,0,1,5,2
14706,0,2,3,1,0,3,0,1,0,1,5,2
14711,1,2,3,1,0,2,0,1,0,1,5,2
14712,1,2,2,1,0,2,0,1,0,1,5,2
14737,1,2,3,1,0,2,0,1,0,1,5,2
14745,1,2,3,1,0,2,0,1,0,1,5,2
14755,1,2,3,1,0,2,0,1,0,1,5,2
14805,1,2,3,1,0,2,0,1,0,1,5,2
14838,1,2,3,1,0,2,0,1,0,1,5,2
14856,1,2,3,1,0,2,0,1,0,1,5,2
14891,1,3,1,1,0,1,0,1,0,1,5,2
14924,1,2,3,1,0,2,0,1,0,1,5,2
14944,1,2,3,1,0,2,0,1,0,1,5,2
15000,1,2,3,1,0,2,0,1,0,1,5,2
15007,1,2,3,1,0,2,0,1,0,1,5,2
15023,1,2,3,1,0,2,0,1,0,1,5,2
15027,1,2,3,1,0,2,0,1,0,1,5,2
15028,1,2,3,1,0,2,0,1,0,1,5,2
15054,1,2,2,1,0,2,0,1,0,1,5,2
15075,1,2,3,1,0,2,0,1,0,1,5,2
15095,1,2,3,1,0,2,0,1,0,1,5,2
15096,1,2,3,1,0,2,0,1,0,1,5,2
15098,0,2,3,1,0,2,0,1,0,2,5,2
15130,1,2,3,1,0,2,0,1,0,1,5,2
15134,1,2,2,1,0,2,0,0,1,1,5,2
15170,1,2,3,1,0,2,0,1,0,1,5,2
15181,1,2,3,1,0,2,0,1,0,1,5,2
15189,1,2,3,1,0,2,0,1,0,1,5,2
15221,0,2,3,1,0,3,0,1,0,1,5,2
15226,1,2,3,1,0,2,0,1,0,1,5,2
15236,1,2,3,1,0,2,0,0,1,1,5,2
15248,1,2,3,1,0,2,0,1,0,1,5,2
15253,1,2,2,1,0,2,0,1,0,1,5,2
15265,1,2,3,1,0,2,0,1,0,1,5,2
15268,1,2,2,1,0,2,0,0,1,1,5,2
15284,1,2,3,1,0,2,0,0,1,1,5,2
15323,1,2,2,1,0,2,0,1,0,1,5,2
15334,1,2,3,1,0,2,0,1,0,1,5,2
15340,1,2,2,1,0,2,0,1,0,1,5,2
15382,1,2,3,1,0,2,0,1,0,1,5,2
15424,1,2,3,1,0,2,0,0,1,1,5,2
15437,1,2,3,1,0,2,0,0,1,1,5,2
15445,1,2,3,1,0,2,0,1,0,1,5,2
15464,1,2,2,1,0,2,0,1,0,1,5,2
15478,1,2,3,1,0,2,0,0,1,1,5,2
15485,1,1,3,1,0,1,0,0,0,1,5,2
15558,1,2,3,1,0,2,0,1,0,1,5,2
15567,1,2,3,1,0,2,0,0,1,1,5,2
15583,0,3,3,1,0,2,0,1,0,1,5,2
15603,1,2,3,1,0,2,0,1,0,1,5,2
15613,1,2,3,1,0,2,0,0,1,1,5,2
15627,1,2,3,1,0,2,0,1,0,1,5,2
15642,1,2,3,1,0,2,0,1,0,1,5,2
15645,1,2,3,1,0,2,0,1,0,1,5,2
15673,1,2,3,1,0,2,0,0,1,1,5,2
15687,1,2,3,1,1,2,0,1,0,1,5,2
15688,1,2,3,1,0,2,0,0,1,1,5,2
15709,1,2,2,1,0,2,0,1,0,1,5,2
15715,1,2,3,1,0,2,0,0,1,1,5,2
15720,1,2,3,1,0,2,0,1,0,1,5,2
15756,1,2,3,1,0,2,0,1,0,1,5,2
15758,1,2,2,1,0,2,0,1,0,1,5,2
15798,1,2,3,1,0,2,0,1,0,1,5,2
15803,1,2,3,1,0,2,0,1,0,1,5,2
15816,1,2,3,1,1,2,0,0,1,1,5,2
15846,1,2,3,1,0,2,0,1,0,1,5,2
15867,1,2,3,1,0,2,0,1,0,1,5,2
15903,1,2,3,1,0,2,0,1,0,1,5,2
15940,1,2,3,1,0,2,0,1,0,1,5,2
15952,1,2,3,1,0,2,0,1,0,1,5,2
15953,1,2,3,1,0,2,0,1,0,1,5,2
15958,1,2,3,1,0,2,0,1,0,1,5,2
15975,1,2,3,1,0,2,0,1,0,1,5,2
15976,1,2,2,1,0,2,0,1,0,1,5,2
16015,1,2,3,1,0,2,0,1,0,1,5,2
16020,1,2,3,1,0,2,0,1,0,1,5,2
16034,1,2,3,1,0,2,0,0,1,1,5,2
16058,1,3,3,1,0,1,0,1,0,1,5,2
16070,1,3,2,1,0,1,0,1,0,1,5,2
16072,1,2,3,1,0,2,0,1,0,1,5,2
16089,1,2,3,1,0,2,0,0,1,1,5,2
16106,1,2,2,1,0,1,0,0,0,0,5,2
16125,1,2,3,1,0,2,0,1,0,1,5,2
16127,1,2,3,1,0,2,0,0,1,1,5,2
16142,1,2,3,1,0,2,0,1,0,1,5,2
16174,1,2,3,1,0,2,0,0,1,1,5,2
16246,1,2,3,1,0,2,0,0,1,1,5,2
16277,1,2,3,1,0,2,0,1,0,1,5,2
16300,1,2,3,1,0,2,0,1,0,1,5,2
16403,1,1,3,1,0,2,0,0,0,0,5,2
16415,1,2,3,1,1,2,0,1,0,1,5,2
16444,1,2,3,1,0,2,0,1,0,1,5,2
16516,1,2,2,1,0,2,0,1,0,1,5,2
16535,1,2,2,1,0,1,0,0,0,0,5,2
16541,1,2,2,1,0,2,0,1,0,1,5,2
16580,1,2,3,1,0,2,0,1,0,1,5,2
16623,1,2,3,1,0,2,0,1,0,1,5,2
16633,1,2,3,1,0,2,0,1,0,1,5,2
16681,1,2,3,1,0,2,0,1,0,1,5,2
16690,1,3,2,1,0,1,0,1,0,1,5,2
16720,1,2,3,1,0,2,0,1,0,1,5,2
16734,1,2,3,1,0,2,0,1,0,1,5,2
16755,1,2,3,1,0,2,0,0,1,1,5,2
16787,1,2,3,1,0,2,0,0,1,1,5,2
16802,1,2,3,1,0,2,0,0,1,1,5,2
16842,1,2,3,1,0,2,0,1,0,1,5,2
16847,1,2,1,1,0,1,0,0,0,0,5,2
16853,1,2,3,1,0,2,0,1,0,1,5,2
16870,1,2,3,1,0,2,0,1,0,1,5,2
16936,1,2,2,1,0,1,0,0,0,0,5,2
16945,1,3,2,1,0,1,0,1,0,1,5,2
16977,1,2,3,1,0,2,0,0,1,1,5,2
17004,1,2,3,1,0,2,0,1,0,1,5,2
17025,1,2,3,1,0,2,0,0,1,1,5,2
17031,1,2,3,1,0,2,0,0,1,1,5,2
17079,1,2,3,1,0,2,0,1,0,1,5,2
17087,1,2,3,1,0,2,0,1,0,1,5,2
17089,1,2,2,1,0,2,0,1,0,1,5,2
17092,1,2,3,1,0,2,0,1,0,1,5,2
17111,1,2,3,1,0,2,0,0,1,1,5,2
17134,1,2,3,1,0,2,0,1,0,1,5,2
17137,1,2,3,1,0,2,0,1,0,1,5,2
17155,1,2,3,1,0,2,0,0,1,1,5,2
17168,1,2,1,1,0,1,0,0,0,0,5,2
17171,1,2,1,1,0,2,0,1,0,1,5,2
17183,1,2,2,1,0,2,0,1,0,1,5,2
17185,1,2,3,1,0,2,0,0,1,1,5,2
17331,1,2,3,1,0,2,0,1,0,1,5,2
17334,1,2,3,1,0,2,0,0,1,1,5,2
17338,1,2,1,1,0,1,0,0,0,0,5,2
17339,1,2,3,1,0,2,0,1,0,1,5,2
17357,1,2,3,1,0,2,0,0,1,1,5,2
17415,1,1,3,1,0,3,0,1,0,1,5,2
17422,1,2,3,1,0,1,0,0,0,0,5,2
17429,1,2,3,1,0,2,0,1,0,1,5,2
17434,1,3,3,1,0,1,0,1,0,1,5,2
17435,1,2,3,1,0,2,0,1,0,1,5,2
17458,1,2,3,1,0,2,0,1,0,1,5,2
17472,1,2,2,1,0,2,0,1,0,1,5,2
17494,1,2,3,1,0,2,0,0,1,1,5,2
17518,1,2,3,1,0,2,0,1,0,1,5,2
17551,1,2,3,1,0,2,0,1,0,1,5,2
17558,1,2,2,1,0,2,0,1,0,1,5,2
17600,1,2,3,1,0,2,0,0,1,1,5,2
17602,1,2,3,1,0,2,0,1,0,1,5,2
17607,1,2,2,1,0,2,0,1,0,1,5,2
17663,1,2,2,1,0,2,0,1,0,1,5,2
17679,1,2,3,1,0,1,0,0,0,0,5,2
17702,1,2,3,1,0,2,0,1,0,1,5,2
17715,1,2,2,1,0,2,0,1,0,1,5,2
17716,1,2,3,1,0,2,0,1,0,1,5,2
17727,1,2,3,1,0,2,0,1,0,1,5,2
17745,1,2,3,1,0,2,0,1,0,1,5,2
17777,1,2,3,1,0,2,0,1,0,1,5,2
17781,1,2,2,1,0,2,0,1,0,1,5,2
17788,1,2,1,1,0,1,0,0,0,0,5,2
17806,1,2,3,1,0,2,0,1,0,1,5,2
17852,1,2,3,1,0,2,0,1,0,1,5,2
17880,1,2,3,1,0,2,0,1,0,1,5,2
17885,1,2,3,1,0,2,0,1,0,1,5,2
17914,1,3,2,1,0,1,0,1,0,1,5,2
17925,1,2,3,1,0,2,0,0,1,1,5,2
17935,1,1,1,1,0,2,0,0,0,0,5,2
17945,1,2,2,1,0,2,0,1,0,1,5,2
17958,1,2,3,1,0,2,0,1,0,1,5,2
17970,1,2,2,1,0,2,0,1,0,1,5,2
17991,1,2,2,1,0,2,0,1,0,1,5,2
18006,1,2,3,1,0,2,0,1,0,1,5,2
18020,1,2,3,1,0,2,0,0,1,1,5,2
18066,1,2,3,1,0,2,0,0,1,1,5,2
18067,1,2,3,1,1,2,0,1,0,1,5,2
18089,1,2,3,1,0,2,0,1,0,1,5,2
18156,1,2,3,1,0,2,0,0,1,1,5,2
18166,1,2,3,1,0,2,0,1,0,1,5,2
18170,1,2,1,1,0,2,0,1,0,1,5,2
18231,1,2,3,1,0,2,0,1,0,1,5,2
18243,1,2,3,1,0,2,0,1,0,1,5,2
18261,1,2,3,1,0,2,0,1,0,1,5,2
18303,1,2,3,1,0,2,0,1,0,1,5,2
18305,1,2,2,1,0,1,0,0,0,0,5,2
18330,1,2,2,1,0,1,0,0,0,0,5,2
18385,1,2,3,1,0,2,0,1,0,1,5,2
18419,1,3,2,1,0,1,0,1,0,1,5,2
18467,1,2,2,1,0,2,0,1,0,1,5,2
18487,1,2,3,1,0,2,0,1,0,1,5,2
18505,1,2,3,1,0,2,0,1,0,1,5,2
18548,1,2,3,1,0,2,0,1,0,1,5,2
18580,1,2,3,1,0,2,0,1,0,1,5,2
18581,1,2,2,1,0,2,0,1,0,1,5,2
18605,1,2,2,1,0,2,0,1,0,1,5,2
18607,1,2,3,1,0,2,0,1,0,1,5,2
18610,1,2,3,1,0,2,0,1,0,1,5,2
18631,1,2,3,1,0,2,0,1,0,1,5,2
18635,1,2,2,1,0,2,0,1,0,1,5,2
18647,1,2,3,1,0,2,0,0,1,1,5,2
18661,1,2,3,1,0,2,0,1,0,1,5,2
18675,1,2,3,1,0,2,0,0,1,1,5,2
18680,1,2,3,1,0,2,0,1,0,1,5,2
18694,1,2,3,1,0,2,0,1,0,1,5,2
18707,1,2,1,1,0,2,0,1,0,1,5,2
18751,1,2,3,1,0,1,0,0,0,0,5,2
18753,1,2,3,1,0,2,0,1,0,1,5,2
18754,1,2,3,1,0,2,0,1,0,1,5,2
18782,1,2,3,1,0,2,0,1,0,1,5,2
18793,1,2,3,1,0,2,0,0,1,1,5,2
18818,1,2,3,1,0,2,0,1,0,1,5,2
18823,1,1,1,1,0,2,0,0,0,0,5,2
18845,1,2,3,1,0,2,0,0,1,1,5,2
18858,1,2,2,1,0,2,0,1,0,1,5,2
18905,1,2,3,1,0,2,0,0,1,1,5,2
18909,1,2,3,1,0,2,0,1,0,1,5,2
18947,1,2,3,1,0,2,0,1,0,1,5,2
18953,1,2,2,1,0,2,0,1,0,1,5,2
18957,1,2,3,1,0,2,0,1,0,1,5,2
18988,1,2,3,1,0,2,0,0,1,1,5,2
18991,1,3,3,1,0,3,0,2,0,1,5,2
19006,1,2,3,1,0,2,0,1,0,1,5,2
19056,1,2,3,1,0,2,0,1,0,1,5,2
19137,1,1,2,1,0,1,0,0,0,1,5,2
19141,1,2,3,1,0,2,0,1,0,1,5,2
19144,1,2,2,1,0,2,0,1,0,1,5,2
19155,1,2,3,1,0,2,0,1,0,1,5,2
19163,1,2,3,1,0,2,0,1,0,1,5,2
19185,1,2,1,1,0,1,0,0,0,0,5,2
19187,1,2,3,1,0,2,0,0,1,1,5,2
19219,1,2,3,1,0,2,0,1,0,1,5,2
19266,1,2,3,1,0,2,0,0,1,1,5,2
19287,1,2,3,1,0,2,0,1,0,1,5,2
19298,1,2,3,1,0,2,0,1,0,1,5,2
19313,1,2,2,1,0,2,0,1,0,1,5,2
19325,1,2,2,1,0,2,0,1,0,1,5,2
19336,1,2,2,1,0,1,0,0,0,0,5,2
19339,1,2,3,1,0,2,0,0,1,1,5,2
19342,1,2,2,1,0,2,0,1,0,1,5,2
19354,1,2,3,1,0,2,0,1,0,1,5,2
19424,1,1,3,1,0,1,0,0,0,1,5,2
19429,1,2,3,1,0,2,0,1,0,1,5,2
19434,1,2,2,1,0,2,0,1,0,1,5,2
19471,1,2,3,1,0,2,0,1,0,1,5,2
19487,1,2,3,1,0,2,0,1,0,1,5,2
19498,1,3,2,1,0,1,0,1,0,1,5,2
19505,1,2,2,1,0,2,0,1,0,1,5,2
19554,1,2,3,1,0,2,0,1,0,1,5,2
19565,1,2,3,1,0,2,0,1,0,1,5,2
19624,1,2,3,1,0,2,0,1,0,1,5,2
19654,1,2,3,1,0,2,0,1,0,1,5,2
19680,1,2,3,1,0,2,0,1,0,1,5,2
19688,1,2,2,1,0,2,0,1,0,1,5,2
19709,1,2,2,1,0,2,0,1,0,1,5,2
19733,1,2,3,1,0,2,0,0,1,1,5,2
19759,1,2,3,1,0,2,0,1,0,1,5,2
19764,1,2,3,1,0,2,0,1,0,1,5,2
19768,1,2,3,1,0,2,0,0,1,1,5,2
19781,1,2,3,1,0,2,0,1,0,1,5,2
19813,1,2,3,1,0,2,0,0,1,1,5,2
19839,1,2,3,1,0,2,0,1,0,1,5,2
19848,1,2,2,1,0,1,0,0,0,0,5,2
19857,1,2,3,1,0,2,0,0,1,1,5,2
19861,1,2,3,1,0,2,0,0,1,1,5,2
19872,1,2,1,1,0,1,0,0,0,0,5,2
19888,1,2,3,1,0,2,0,0,1,1,5,2
19937,1,3,3,1,0,3,0,1,1,1,5,2
19953,1,2,3,1,0,2,0,1,0,1,5,2
19978,1,2,3,1,0,2,0,1,0,1,5,2
19997,1,2,3,1,0,2,0,1,0,1,5,2
20027,1,2,3,1,0,2,0,1,0,1,5,2
20035,1,2,3,1,0,2,0,1,0,1,5,2
20073,1,2,3,1,0,2,0,0,1,1,5,2
20086,1,2,3,1,0,2,0,1,0,1,5,2
20116,1,2,3,1,0,2,0,0,1,1,5,2
20132,1,2,3,1,0,2,0,1,0,1,5,2
20136,1,3,1,1,0,1,0,0,1,1,5,2
20177,1,2,3,1,0,2,0,0,1,1,5,2
20181,1,3,2,1,0,1,0,1,0,1,5,2
20212,1,2,2,1,0,2,0,1,0,1,5,2
20230,1,2,3,1,0,2,0,1,0,1,5,2
20231,1,2,3,1,0,2,0,0,1,1,5,2
20236,1,2,1,1,0,1,0,0,0,0,5,2
20240,1,2,3,1,0,2,0,0,1,1,5,2
20255,1,2,3,1,0,2,0,0,1,1,5,2
20258,1,2,2,1,0,2,0,0,1,1,5,2
20269,1,2,3,1,0,2,0,1,0,1,5,2
20273,1,3,2,1,0,1,0,1,0,1,5,2
20274,1,2,3,1,0,2,0,0,1,1,5,2
20278,1,2,3,1,0,2,0,1,0,1,5,2
20283,1,2,3,1,0,2,0,1,0,1,5,2
20292,1,2,2,1,0,2,0,0,1,1,5,2
20296,1,3,2,1,0,1,0,1,0,1,5,2
20335,1,2,3,1,0,2,0,0,1,1,5,2
20348,1,2,3,1,0,2,0,0,1,1,5,2
20363,1,2,3,1,0,2,0,1,0,1,5,2
20371,1,2,3,1,0,2,0,1,0,1,5,2
20456,1,2,3,1,0,2,0,1,0,1,5,2
20461,1,2,2,1,0,2,0,1,0,1,5,2
20465,1,2,3,1,0,2,0,0,1,1,5,2
20467,1,2,3,1,0,2,0,0,1,1,5,2
20488,1,2,3,1,0,2,0,0,1,1,5,2
20517,1,2,2,1,0,2,0,1,0,1,5,2
20582,1,2,3,1,0,2,0,0,1,1,5,2
20619,1,2,2,1,0,2,0,1,0,1,5,2
20635,1,2,3,1,0,2,0,0,1,1,5,2
20681,1,2,2,1,0,2,0,1,0,1,5,2
20691,1,2,1,1,0,2,0,1,0,1,5,2
20701,1,2,3,1,0,2,0,0,1,1,5,2
20734,1,2,2,1,0,2,0,1,0,1,5,2
20753,1,2,3,1,0,2,0,1,0,1,5,2
6,1,1,3,1,0,2,0,0,0,1,5,3
7,1,1,3,1,0,2,0,0,0,1,5,3
87,1,2,3,1,0,1,0,0,0,1,5,3
102,1,2,3,1,0,1,0,0,0,1,5,3
109,1,2,3,1,0,2,0,0,0,0,5,3
129,1,2,2,1,0,1,0,0,0,1,5,3
259,1,2,3,1,0,1,0,0,0,1,5,3
368,1,2,2,1,0,1,0,0,0,1,5,3
431,1,2,3,1,0,1,0,0,0,1,5,3
436,1,1,3,1,0,2,0,0,0,1,5,3
550,1,3,3,1,0,2,0,0,1,1,5,3
608,1,2,3,1,0,1,0,0,0,1,5,3
676,1,2,2,1,0,1,0,0,0,1,5,3
714,1,1,3,1,0,2,0,0,0,1,5,3
824,1,2,3,1,0,1,0,0,0,1,5,3
931,1,2,2,1,0,1,0,0,0,1,5,3
977,1,3,3,1,0,2,0,1,0,1,5,3
1014,1,3,2,1,0,2,0,0,1,1,5,3
1054,1,3,3,1,0,2,0,1,0,1,5,3
1083,1,2,2,1,0,1,0,0,0,1,5,3
1127,1,1,3,1,0,2,0,0,0,1,5,3
1172,1,1,3,1,0,2,0,0,0,1,5,3
1186,1,1,3,1,0,2,0,0,0,1,5,3
1235,1,2,2,1,0,1,0,0,0,1,5,3
1252,1,2,2,1,0,1,0,0,0,1,5,3
1265,1,1,3,1,0,2,0,0,0,1,5,3
1270,1,1,3,1,0,2,0,0,0,1,5,3
1271,1,2,3,1,1,1,0,0,0,1,5,3
1336,1,1,3,1,0,2,0,0,0,1,5,3
1370,1,2,3,1,0,1,0,0,0,1,5,3
1371,1,2,3,1,0,1,0,0,0,1,5,3
1422,1,2,3,1,1,1,0,0,0,1,5,3
1425,1,2,3,1,0,1,0,0,0,1,5,3
1487,1,2,3,1,1,1,0,0,0,1,5,3
1583,1,2,3,1,0,1,0,0,0,1,5,3
1708,1,3,3,1,0,2,0,1,0,1,5,3
1724,1,2,1,1,0,1,0,0,0,1,5,3
1752,1,2,2,1,0,1,0,0,0,1,5,3
1933,1,2,3,1,0,1,0,0,0,1,5,3
2000,1,1,3,1,0,2,0,0,0,1,5,3
2022,1,1,3,1,0,2,0,0,0,1,5,3
2038,1,2,3,1,0,1,0,0,0,1,5,3
2048,1,1,3,1,0,2,0,0,0,1,5,3
2062,1,1,3,1,0,2,0,0,0,1,5,3
2067,1,1,3,1,0,2,0,0,0,1,5,3
2132,1,1,3,1,0,2,0,0,0,1,5,3
2169,1,2,3,1,0,1,0,0,0,1,5,3
2199,1,2,3,1,0,3,0,1,0,1,5,3
2222,1,2,3,1,0,1,0,0,0,1,5,3
2233,1,1,3,1,0,2,0,0,0,1,5,3
2300,1,3,3,1,0,2,0,1,0,1,5,3
2411,1,2,2,1,0,1,0,0,0,1,5,3
2499,1,1,3,1,0,2,0,0,0,1,5,3
2548,1,1,3,1,0,2,0,0,0,1,5,3
2619,1,2,3,1,0,1,0,0,0,1,5,3
2733,1,2,2,1,0,1,0,0,0,1,5,3
2785,1,2,3,1,0,1,0,0,0,1,5,3
2871,1,2,2,1,0,1,0,0,0,1,5,3
3036,1,2,3,1,0,3,0,0,1,1,5,3
3055,1,2,2,1,0,2,0,0,0,0,5,3
3084,1,3,3,1,0,2,0,1,0,1,5,3
3096,1,1,3,1,0,2,0,0,0,1,5,3
3115,1,2,1,1,0,2,0,1,0,2,5,3
3140,1,2,3,1,0,1,0,0,0,1,5,3
3167,1,2,3,1,0,1,0,0,0,1,5,3
3237,1,1,3,1,0,2,0,0,0,1,5,3
3272,1,2,3,1,0,1,0,0,0,1,5,3
3279,1,1,3,1,0,2,0,0,0,1,5,3
3306,1,1,3,1,0,2,0,0,0,1,5,3
3308,1,2,3,1,0,3,0,0,1,1,5,3
3370,1,2,3,1,0,3,0,1,0,1,5,3
3395,1,1,3,1,0,2,0,0,0,1,5,3
3506,1,1,3,1,0,2,0,0,0,1,5,3
3625,1,2,3,1,0,1,0,0,0,1,5,3
3653,1,2,2,1,0,2,0,0,0,0,5,3
3702,1,2,3,1,0,1,0,0,0,1,5,3
3727,1,3,3,1,0,2,0,1,0,1,5,3
3743,1,2,3,1,0,1,0,0,0,1,5,3
3795,1,2,2,1,0,1,0,0,0,1,5,3
